id,canonicalSmiles,inchiKey,drugType,blackBoxWarning,name,yearOfFirstApproval,maximumClinicalTrialPhase,parentId,hasBeenWithdrawn,isApproved,tradeNames,synonyms,crossReferences,childChemblIds,linkedDiseases,linkedTargets,description
CHEMBL1442422,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,QPGGEKPRGVJKQB-UHFFFAOYSA-N,Small molecule,False,DIBENZEPIN,,4.0,,False,True,[],['Dibenzepin'],"[('PubChem', array(['26754618', '29216076'], dtype=object)), ('drugbank', array(['DB13225'], dtype=object))]",['CHEMBL2104287'],"{'rows': array(['MONDO_0002009'], dtype=object), 'count': 1}","[ENSG00000196639,ENSG00000103546]",Small molecule drug with a maximum clinical trial phase of IV and is indicated for major depressive disorder.
CHEMBL1489,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,NMUSYJAQQFHJEW-KVTDHHQDSA-N,Small molecule,False,AZACITIDINE,2004.0,4.0,,False,True,['Azacitidine' 'Azacitidine accord' 'Onureg' 'Vidaza'],"['5-azacitidine' 'Azacitidine' 'Ladakamycin' 'NSC-102816' 'U-18,496'
 'U-18496' 'Vidaza']","[('DailyMed', array(['azacitidine'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/azacitidine-accord'],
      dtype=object)), ('PubChem', array(['124890084', '144204583', '144213302', '170465076', '17390033',
       '26752817', '50105470', '50105471', '50122846', '56320704',
       '56323580', '90341307'], dtype=object)), ('Wikipedia', array(['Azacitidine'], dtype=object)), ('drugbank', array(['DB00928'], dtype=object)), ('chEBI', array(['2038'], dtype=object))]",['CHEMBL3250420' 'CHEMBL3250421'],"{'rows': array(['MONDO_0007576', 'EFO_1001951', 'MONDO_0018906', 'EFO_0000221',
       'EFO_0000403', 'EFO_0006861', 'MONDO_0008170', 'EFO_0000389',
       'MONDO_0004992', 'EFO_0003060', 'EFO_0000339', 'EFO_0000569',
       'MONDO_0044903', 'EFO_0005952', 'MONDO_0018076', 'EFO_0006859',
       'MONDO_0003478', 'EFO_1001257', 'EFO_0003869', 'EFO_0003833',
       'EFO_1001779', 'EFO_0000681', 'MONDO_0009348', 'EFO_0000707',
       'Orphanet_848', 'EFO_0003811', 'EFO_0001642', 'MONDO_0020077',
       'EFO_0001378', 'EFO_0000209', 'MONDO_0044881', 'EFO_0000326',
       'EFO_1000028', 'MONDO_0021063', 'EFO_0000574', 'EFO_0002617',
       'EFO_0002618', 'EFO_0000220', 'MONDO_0007254', 'MONDO_0000430',
       'EFO_0000673', 'EFO_0004251', 'EFO_1000657', 'EFO_0000637',
       'EFO_0004252', 'EFO_0000181', 'EFO_0000222', 'EFO_0000183',
       'MONDO_0019469', 'EFO_0000198', 'MONDO_0013730', 'HP_0001873',
       'EFO_0004289', 'EFO_0000255', 'MONDO_0008315', 'MONDO_0002492',
       'MONDO_0002280', 'MONDO_0016586', 'EFO_0000565', 'EFO_0000095',
       'EFO_0000616', 'MONDO_0016486', 'EFO_0000211', 'MONDO_0005184'],
      dtype=object), 'count': 64}","[ENSG00000119772,ENSG00000130816]",Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2004 and has 8 approved and 56 investigational indications.
CHEMBL1628502,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,TZDUHAJSIBHXDL-UHFFFAOYSA-N,Small molecule,False,GABAPENTIN ENACARBIL,2011.0,4.0,,False,True,['Horizant'],"['ASP-8825' 'ASP8825' 'GSK1838262' 'Gabapentin enacarbil'
 'Gabapentin encarbil' 'Gsk-1838262' 'XP 13512' 'XP-13512' 'XP13512']","[('DailyMed', array(['gabapentin%20enacarbil'], dtype=object)), ('drugbank', array(['DB08872'], dtype=object)), ('chEBI', array(['68840'], dtype=object))]",,"{'rows': array(['EFO_0003086', 'EFO_0009430', 'EFO_1000783', 'MONDO_0007079',
       'EFO_0004270', 'MONDO_0005277'], dtype=object), 'count': 6}","[ENSG00000196557,ENSG00000153956,ENSG00000151067,ENSG00000157445,ENSG00000081248,ENSG00000007402,ENSG00000157388,ENSG00000141837,ENSG00000148408,ENSG00000006283,ENSG00000151062,ENSG00000100346,ENSG00000102001,ENSG00000198216,ENSG00000182389,ENSG00000165995,ENSG00000067191,ENSG00000167535,ENSG00000105605,ENSG00000075429,ENSG00000166862,ENSG00000075461,ENSG00000142408,ENSG00000006116,ENSG00000130433,ENSG00000108878]",Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2011 and is indicated for neuralgia and restless legs syndrome and has 4 investigational indications.
CHEMBL1737,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,DEIYFTQMQPDXOT-UHFFFAOYSA-N,Small molecule,False,SILDENAFIL CITRATE,1998.0,4.0,CHEMBL192,False,True,['Mysildecard' 'Revatio' 'Sildenafil citrate' 'Viagra'],"['Liqrev' 'NSC-744009' 'NSC-758669' 'Sildenafil (as citrate)'
 'Sildenafil citrate' 'UK-92,480-10' 'UK-92480-10']","[('DailyMed', array(['sildenafil%20citrate'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/mysildecard'],
      dtype=object)), ('PubChem', array(['144205270', '170465285'], dtype=object)), ('Wikipedia', array(['Sildenafil'], dtype=object)), ('chEBI', array(['58987'], dtype=object))]",,"{'rows': array(['MONDO_0006058', 'EFO_0000341', 'MONDO_0008315', 'EFO_1001893',
       'EFO_1001103', 'EFO_1001145', 'MONDO_0005149', 'EFO_0009441',
       'EFO_0003144', 'EFO_1001017', 'EFO_1001827', 'EFO_0003833',
       'EFO_0000404', 'MONDO_0043510', 'EFO_0000668', 'EFO_0000519',
       'EFO_0000545', 'MONDO_0100096', 'EFO_0000464', 'EFO_1001986',
       'EFO_0003047', 'HP_0100607', 'EFO_1000824', 'EFO_0000537',
       'EFO_0001365', 'EFO_0011023', 'EFO_0000616', 'EFO_0004234',
       'EFO_0000495', 'EFO_0000712', 'EFO_0001361', 'EFO_1001134'],
      dtype=object), 'count': 32}",[ENSG00000138735],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1998 and has 4 approved and 28 investigational indications.
CHEMBL190333,OCCC#Cc1nc(-c2ccc(F)cc2)c(-c2ccncc2)n1CCCc1ccccc1,QSUSKMBNZQHHPA-UHFFFAOYSA-N,Small molecule,False,RWJ-67657,,1.0,,False,False,[],['JNJ-3026582' 'JNJ3026582' 'RWJ-67657' 'RWJ67657' 'Rwj-67657'],"[('PubChem', array(['137275843'], dtype=object))]",,,"[ENSG00000112062,ENSG00000185386]",Small molecule drug with a maximum clinical trial phase of I.
CHEMBL2103784,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C)C(C)C)C(C)C,ZOEFCCMDUURGSE-SQKVDDBVSA-N,Protein,False,COSYNTROPIN,1970.0,4.0,,False,True,['Cortrosyn' 'Cosyntropin' 'Synacthen' 'Synacthen depot'],"['Corticotropin tetracosapeptide' 'Cosyntropin' 'Cosyntropin acetate'
 'Cosyntropin hexaacetate' 'Tetracosactide' 'Tetracosactide acetate'
 'Tetracosactide hexaacetate' 'Tetracosactide hexacetate' 'Tetracosactrin'
 'Vicotrope']","[('DailyMed', array(['cosyntropin'], dtype=object)), ('drugbank', array(['DB01284'], dtype=object)), ('chEBI', array(['3901'], dtype=object))]",,"{'rows': array(['EFO_0000537', 'EFO_0004254', 'MONDO_0100062', 'EFO_0005539'],
      dtype=object), 'count': 4}",[ENSG00000185231],Protein drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1970 and has 4 investigational indications.
CHEMBL2108038,,,Antibody,False,MATUZUMAB,,2.0,,False,False,[],['EMD-72000' 'Matuzumab'],,,"{'rows': array(['EFO_0003060', 'MONDO_0008170'], dtype=object), 'count': 2}",[ENSG00000146648],Antibody drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.
CHEMBL2108426,,,Enzyme,False,MONTEPLASE,,3.0,,False,False,[],['Cleactor' 'Monteplase'],,,,[ENSG00000104368],Enzyme drug with a maximum clinical trial phase of III.
CHEMBL2109474,,,Antibody,False,TRX-1,,2.0,,False,False,[],['TRX-1'],,,,[ENSG00000010610],Antibody drug with a maximum clinical trial phase of II.
CHEMBL2111286,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Bi+3],XAUTYMZTJWXZHZ-UHFFFAOYSA-K,Small molecule,False,RANITIDINE BISMUTH CITRATE,1996.0,4.0,CHEMBL1790041,False,True,['Pylorid' 'Tritec'],"['GR 122311X' 'GR-122311X' 'Ranitidine bismuth citrate'
 'Ranitidine bismutrex']",,,"{'rows': array(['EFO_1000961', 'EFO_0003948', 'HP_0004398'], dtype=object), 'count': 3}",[ENSG00000113749],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1996 and is indicated for gastroesophageal reflux disease and peptic ulcer and has 1 investigational indication.
CHEMBL2367706,O=S(=O)(OC[C@H]1O[C@@H](O[C@]2(COS(=O)(=O)O[Al](O)O)O[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]2OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O)O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O,JTZPPHUZZDKEOC-RBQAPOGLSA-A,Unknown,False,SUCRALFATE,1981.0,4.0,,False,True,['Antepsin' 'Carafate' 'Sucralfate' 'Ulcerlmin'],['Sucralfate'],"[('DailyMed', array(['sucralfate'], dtype=object)), ('DrugCentral', array(['4106'], dtype=object))]",['CHEMBL3989780'],"{'rows': array(['MP_0001914', 'EFO_0003948', 'HP_0100633', 'EFO_0004607',
       'HP_0004398', 'EFO_0004232'], dtype=object), 'count': 6}",[ENSG00000256713],Unknown drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1981 and has 3 approved and 3 investigational indications.
CHEMBL30219,C=CCC1(C(C)C#CCC)C(=O)N=C([O-])N(C)C1=O.[Na+],KDXZREBVGAGZHS-UHFFFAOYSA-M,Small molecule,True,METHOHEXITAL SODIUM,1960.0,4.0,CHEMBL7413,False,True,"['Brevimytal' 'Brevital' 'Brevital sodium' 'Brietal' 'Brietal sod'
 'Methohexitone']","['Enallynymal sodium' 'Methohexital sodium' 'Methohexital sodium salt'
 'Sodium methohexital']","[('DailyMed', array(['methohexital%20sodium'], dtype=object)), ('chEBI', array(['6834'], dtype=object))]",,,"[ENSG00000022355,ENSG00000145864,ENSG00000113327,ENSG00000166206,ENSG00000109158,ENSG00000182256,ENSG00000268089,ENSG00000011677,ENSG00000094755,ENSG00000187730,ENSG00000163285,ENSG00000163288,ENSG00000102287,ENSG00000151834,ENSG00000186297,ENSG00000145863]",Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1960. This drug has a black box warning from the FDA.
CHEMBL3039520,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,XEDHVZKDSYZQBF-UHFFFAOYSA-N,Small molecule,False,LASMIDITAN,2020.0,4.0,,False,True,[],['COL-144' 'LY573144' 'Lasmiditan'],"[('drugbank', array(['DB11732'], dtype=object))]",['CHEMBL3039526'],"{'rows': array(['MONDO_0005277', 'EFO_0003890', 'MONDO_0005277'], dtype=object), 'count': 3}",[ENSG00000179097],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2020 and is indicated for migraine disorder and has 1 investigational indication.
CHEMBL306700,CCOc1ccccc1OCC1CNCCO1,YWPHCCPCQOJSGZ-UHFFFAOYSA-N,Small molecule,True,VILOXAZINE,2021.0,4.0,,False,True,[],['Viloxazin' 'Viloxazine'],"[('Wikipedia', array(['Viloxazine'], dtype=object)), ('drugbank', array(['DB09185'], dtype=object))]",['CHEMBL2106483'],"{'rows': array(['MONDO_0002009', 'EFO_0003888'], dtype=object), 'count': 2}",[ENSG00000103546],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2021 and is indicated for major depressive disorder and attention deficit hyperactivity disorder. This drug has a black box warning from the FDA.
CHEMBL3137354,,,Antibody,False,LULIZUMAB PEGOL,,2.0,,False,False,[],['BMS-931699' 'Lulizumab pegol'],,,,[ENSG00000178562],Antibody drug with a maximum clinical trial phase of II.
CHEMBL3545155,COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1,ZXBFYBLSJMEBEP-UHFFFAOYSA-N,Small molecule,False,JI-101,,2.0,,False,False,[],['Angiogenesis inhibitor ji-101' 'CGI-1842' 'JI-101' 'Ji-101'],"[('drugbank', array(['DB12744'], dtype=object))]",,"{'rows': array(['MONDO_0021063', 'MONDO_0008170', 'EFO_0000616'], dtype=object), 'count': 3}","[ENSG00000113721,ENSG00000128052,ENSG00000196411]",Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 3 investigational indications.
CHEMBL383322,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,BXNMTOQRYBFHNZ-UHFFFAOYSA-N,Small molecule,False,RESIQUIMOD,,2.0,,False,False,[],['CD-11301' 'CD11301' 'R-848' 'Resiquimod' 'S-28463'],"[('Wikipedia', array(['Resiquimod'], dtype=object)), ('drugbank', array(['DB06530'], dtype=object)), ('chEBI', array(['36706'], dtype=object))]",,"{'rows': array(['EFO_0002913', 'EFO_0000756', 'EFO_0000632', 'EFO_0000519',
       'EFO_0002496', 'EFO_0007328', 'EFO_0004193', 'MONDO_0004992',
       'EFO_0000389', 'EFO_0002617', 'EFO_0002499', 'EFO_0004197'],
      dtype=object), 'count': 12}","[ENSG00000196664,ENSG00000101916]",Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 12 investigational indications.
CHEMBL3989992,,,Protein,False,PEGILODECAKIN,,3.0,,False,False,[],['AM-0010' 'AM0010' 'LY-3500518' 'LY3500518' 'Pegilodecakin'],,,"{'rows': array(['EFO_0003060', 'EFO_0002618'], dtype=object), 'count': 2}","[ENSG00000243646,ENSG00000110324]",Protein drug with a maximum clinical trial phase of III (across all indications) and has 2 investigational indications.
CHEMBL4285417,C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,OHUHVTCQTUDPIJ-JYCIKRDWSA-N,Small molecule,False,CERALASERTIB,,3.0,,False,False,[],"['AZD6738' 'Atr kinase inhibitor azd6738' 'Azd 6738' 'Azd-6738'
 'Ceralasertib']","[('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/CERALASERTIB/relevant/1/'],
      dtype=object))]",,"{'rows': array(['MONDO_0003059', 'EFO_0000707', 'EFO_0000181', 'MONDO_0008170',
       'EFO_0000616', 'EFO_0000637', 'EFO_0000756', 'MONDO_0001023',
       'EFO_0005537', 'MONDO_0008315', 'EFO_0000228', 'MONDO_0004992',
       'EFO_0000313', 'EFO_0000403', 'EFO_0000702', 'EFO_0003869',
       'EFO_0000305', 'MONDO_0007254', 'EFO_0000095', 'EFO_0003060'],
      dtype=object), 'count': 20}",[ENSG00000175054],Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 20 investigational indications.
CHEMBL4297551,,,Protein,False,EFGARTIGIMOD ALFA,2021.0,4.0,,False,True,['Vyvgart'],"['ARGX-113' 'Argx-113' 'Efgartigimod' 'Efgartigimod alfa'
 'Efgartigimod alfa fcab' 'Efgartigimod alfa-fcab'
 'Efgartigimod alfa-qvfc' 'Vyvgart']","[('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/vyvgart'],
      dtype=object)), ('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/EFGARTIGIMOD%20ALFA/relevant/1/'],
      dtype=object))]",,"{'rows': array(['EFO_0005809', 'EFO_0000699', 'MONDO_0017287', 'EFO_0004991',
       'EFO_1000645', 'EFO_0003086', 'EFO_0007187', 'EFO_0007160',
       'EFO_0007292', 'EFO_0009538', 'EFO_0000540', 'EFO_0005761'],
      dtype=object), 'count': 12}",[ENSG00000104870],Protein drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2021 and is indicated for myasthenia gravis and immune system disease and has 10 investigational indications.
CHEMBL4297635,CCCCCc1cccc(CC(=O)O)c1,PEGQOIGYZLJMIB-UHFFFAOYSA-N,Small molecule,False,SETOGEPRAM,,2.0,,False,False,[],['Fezagepras' 'Pbi-4050' 'Setogepram'],"[('drugbank', array(['DB15447'], dtype=object))]",['CHEMBL4799780'],"{'rows': array(['HP_0001987'], dtype=object), 'count': 1}","[ENSG00000126266,ENSG00000139572]",Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication.
CHEMBL4297841,,,Antibody drug conjugate,True,TISOTUMAB VEDOTIN,2021.0,4.0,,False,True,['Tivdak'],"['GCT1015-04' 'HuMax-TF-ADC' 'IGG1-1015-011-1006' 'TF-011-MMAE'
 'Tisotumab vedotin' 'Tisotumab vedotin tftv']","[('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/TISOTUMAB%20VEDOTIN/relevant/1/'],
      dtype=object))]",,"{'rows': array(['MONDO_0002087', 'MONDO_0002158', 'MONDO_0002974', 'MONDO_0008170',
       'MONDO_0004992', 'EFO_0000616'], dtype=object), 'count': 6}","[ENSG00000117525,ENSG00000188229,ENSG00000101162,ENSG00000198033,ENSG00000127824,ENSG00000258947,ENSG00000167552,ENSG00000104833,ENSG00000261456,ENSG00000196230,ENSG00000123416,ENSG00000167553,ENSG00000152086,ENSG00000137267,ENSG00000137285,ENSG00000176014]",Antibody drug conjugate drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2021 and has 3 approved and 3 investigational indications. This drug has a black box warning from the FDA.
CHEMBL4298016,,,Antibody,False,FROVOCIMAB,,2.0,,False,False,[],['Frovocimab' 'LY-3015014' 'LY3015014' 'Ly3015014'],"[('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/FROVOCIMAB/relevant/1/'],
      dtype=object))]",,"{'rows': array(['HP_0003124', 'MONDO_0021187'], dtype=object), 'count': 2}",[ENSG00000169174],Antibody drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.
CHEMBL4298139,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1C(=O)OC[n+]1cccc(C(=O)N[C@@H](CO)C(=O)O)c1.[Cl-],GONQEUJYYMYNMN-HWAJWLCKSA-N,Small molecule,False,SERDEXMETHYLPHENIDATE CHLORIDE,2021.0,4.0,CHEMBL4301162,False,True,[],['KP415 Cl' 'Serdexmethylphenidate chloride'],"[('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/SERDEXMETHYLPHENIDATE%20CHLORIDE/relevant/1/'],
      dtype=object))]",,"{'rows': array(['EFO_0003888'], dtype=object), 'count': 1}","[ENSG00000142319,ENSG00000103546]",Small molecule drug with a maximum clinical trial phase of IV that was first approved in 2021 and is indicated for attention deficit hyperactivity disorder.
CHEMBL1094636,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,PCHKPVIQAHNQLW-CQSZACIVSA-N,Small molecule,False,NIRAPARIB,2017.0,4.0,,False,True,['Zejula'],['JNJ-64091742' 'MK-4827' 'MK4827' 'Niraparib' 'ZL-2306'],"[('drugbank', array(['DB11793'], dtype=object))]",['CHEMBL3989922'],"{'rows': array(['EFO_0004230', 'EFO_0003869', 'MONDO_0008315', 'EFO_0001075',
       'EFO_0003893', 'EFO_0001075', 'EFO_0000181', 'EFO_0000702',
       'EFO_0001663', 'EFO_0000174', 'EFO_1001512', 'MONDO_0004992',
       'MONDO_0011962', 'EFO_1000465', 'EFO_0006859', 'MONDO_0002158',
       'EFO_1000657', 'EFO_0000707', 'EFO_0000616', 'MONDO_0008903',
       'MONDO_0002974', 'EFO_0003060', 'MONDO_0003060', 'EFO_0003893',
       'EFO_1000251', 'EFO_0000196', 'EFO_0000564', 'MONDO_0007254',
       'EFO_0002617', 'EFO_0000574', 'EFO_0000095', 'MONDO_0002087',
       'EFO_1000294', 'EFO_0003863', 'MONDO_0001056', 'EFO_0002618',
       'EFO_1001100', 'MONDO_0005184', 'EFO_0000588', 'Orphanet_145',
       'EFO_0000673', 'MONDO_0008170', 'EFO_0000519', 'EFO_0008528',
       'EFO_0003891', 'EFO_0001061', 'EFO_0000365', 'MONDO_0001187'],
      dtype=object), 'count': 48}","[ENSG00000129484,ENSG00000143799]",Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2017 and has 6 approved and 42 investigational indications.
CHEMBL1200665,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1.Cl,SHTAFWKOISOCBI-UHFFFAOYSA-N,Small molecule,False,DIPHENOXYLATE HYDROCHLORIDE,1960.0,4.0,CHEMBL1201294,False,True,[],"['Diphenoxylate HCl' 'Diphenoxylate hcl' 'Diphenoxylate hydrochloride'
 'Diphenoxylate hydrochloride cii' 'Diphenoxylati hydrochloridum'
 'R-1132 (ANTIPERISTALTIC)']","[('DailyMed', array(['diphenoxylate%20hydrochloride'], dtype=object)), ('PubChem', array(['144206146', '144206378', '170465332', '49681550'], dtype=object)), ('chEBI', array(['59784'], dtype=object))]",,,[ENSG00000112038],Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1960.
CHEMBL1564,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cl,LPRLDRXGWKXRMQ-UHFFFAOYSA-N,Small molecule,False,DIPHENYLPYRALINE HYDROCHLORIDE,1982.0,4.0,CHEMBL1492,False,True,['Hispril' 'Histryl' 'Histryl paed' 'Lergoban'],"['Diaminophen' 'Diamiphen' 'Diamiphene' 'Diaphen' 'Diphenylpyraline HCl'
 'Diphenylpyraline hcl' 'Diphenylpyraline hydrochloride'
 'Diphenylpyraline teoclate' 'NSC-16338' 'NSC-61825']","[('PubChem', array(['11532996', '144203970', '170464816', '26748003', '26748004'],
      dtype=object)), ('chEBI', array(['31508'], dtype=object))]",,,[ENSG00000196639],Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1982.
CHEMBL159,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,JXLYSJRDGCGARV-CFWMRBGOSA-N,Small molecule,False,VINBLASTINE,1965.0,4.0,,False,True,[],['NSC-47842' 'Velban' 'Vinblastine' '[3H]-Vinblastine'],"[('Wikipedia', array(['Vinblastine'], dtype=object)), ('drugbank', array(['DB00570'], dtype=object))]",['CHEMBL378544'],"{'rows': array(['EFO_0000588', 'MONDO_0018975', 'EFO_0000681', 'EFO_0000574',
       'EFO_0000691', 'MONDO_0002898', 'MONDO_0009348', 'EFO_0000220',
       'MONDO_0001187', 'MONDO_0008170', 'EFO_0000574', 'EFO_0000222',
       'MONDO_0004192', 'EFO_0004281', 'MONDO_0004986', 'EFO_0006818',
       'MONDO_0003751', 'MONDO_0008315', 'MONDO_0009348', 'EFO_0000183',
       'EFO_0000183', 'EFO_1000318', 'EFO_0000565', 'EFO_0002617',
       'EFO_0000389', 'EFO_0000616', 'EFO_0003833', 'EFO_0005543',
       'EFO_0000389', 'EFO_0000211', 'MONDO_0002041', 'MONDO_0008315',
       'MONDO_0008903', 'MONDO_0002367', 'MONDO_0004986', 'EFO_0000756',
       'MONDO_0001187', 'EFO_1000158', 'EFO_0000756', 'MONDO_0008903',
       'EFO_0009907', 'EFO_0004281', 'EFO_0001642', 'MONDO_0004192',
       'EFO_0008528', 'MONDO_0002974', 'EFO_0000403'], dtype=object), 'count': 47}","[ENSG00000188229,ENSG00000101162,ENSG00000198033,ENSG00000127824,ENSG00000258947,ENSG00000167552,ENSG00000104833,ENSG00000261456,ENSG00000196230,ENSG00000123416,ENSG00000167553,ENSG00000152086,ENSG00000137267,ENSG00000137285,ENSG00000176014]",Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1965 and has 6 approved and 36 investigational indications.
CHEMBL1743007,,,Antibody,False,DARATUMUMAB,2015.0,4.0,,False,True,['Darzalex'],"['3003-005' 'Daratumumab' 'Daratumumab-fihj' 'Darzalex' 'HUMAX-CD 38'
 'HuMax-CD38']","[('DailyMed', array(['daratumumab'], dtype=object)), ('DrugCentral', array(['5063'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/darzalex'],
      dtype=object))]",,"{'rows': array(['MONDO_0002462', 'EFO_0001378', 'EFO_0005952', 'EFO_0000574',
       'MONDO_0007915', 'EFO_0006475', 'EFO_0005761', 'MONDO_0018906',
       'EFO_0004256', 'EFO_0000198', 'EFO_0003060', 'EFO_1001875',
       'EFO_0000220', 'EFO_0007160', 'EFO_1001469', 'HP_0001915',
       'EFO_0000616', 'EFO_0000349', 'EFO_0003073', 'EFO_0000540',
       'MONDO_0018904', 'EFO_1001115', 'EFO_0009441', 'EFO_0000519',
       'EFO_0000203', 'EFO_0000209', 'MONDO_0019438', 'EFO_0004255',
       'EFO_0000183', 'EFO_1001051', 'EFO_0000673', 'MONDO_0004992',
       'EFO_1001951', 'EFO_0000403', 'EFO_0000095', 'EFO_0004599',
       'EFO_0000222', 'EFO_0006738', 'MONDO_0004975', 'EFO_0005558',
       'MONDO_0008315'], dtype=object), 'count': 41}",[ENSG00000004468],Antibody drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2015 and has 3 approved and 38 investigational indications.
