drug,content
CHEMBL5316169,O=C(N[C@@H](Cc1ccc(OCc2ccc3ccc(F)cc3n2)cc1)C(=O)O)c1ccc2ccccc2n1_|_XBKBJNOSNDZQGN-MHZLTWQESA-N_|_Small molecule_|_False_|_CR-3465 FREE ACID_|_nan_|_1.0_|_nan_|_False_|_False_|_[]_|_[]_|_nan_|_['CHEMBL5314389']_|_nan_|_[ENSG00000173198]_|_Small molecule drug with a maximum clinical trial phase of I.
CHEMBL715,"Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1_|_KVWDHTXUZHCGIO-UHFFFAOYSA-N_|_Small molecule_|_True_|_OLANZAPINE_|_1996.0_|_4.0_|_nan_|_False_|_True_|_['Arkolamyl' 'Olanzapine' 'Olanzapine mylan' 'Zalasta' 'Zyprexa'
 'Zyprexa zydis']_|_['LY-170053' 'LY170053' 'Olansek' 'Olanzapine' 'Olanzapine apotex'
 'Olanzapine cipla' 'Olanzapine glenmark' 'Olanzapine mylan'
 'Olanzapine teva' 'Olazax' 'Olazax disperzi' 'Zyprexa velotab']_|_[('DailyMed', array(['olanzapine'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/olanzapine-mylan'],
      dtype=object)), ('PubChem', array(['144205109', '170465009', '174006883', '26719852', '26750094',
       '29215187', '49666419'], dtype=object)), ('Wikipedia', array(['Olanzapine'], dtype=object)), ('drugbank', array(['DB00334'], dtype=object)), ('chEBI', array(['7735'], dtype=object))]_|_['CHEMBL3989694']_|_{'rows': array(['Orphanet_79292', 'EFO_0005088', 'HP_0012076', 'HP_0001249',
       'MONDO_0002009', 'EFO_0004699', 'EFO_0000616', 'MONDO_0002009',
       'EFO_0010702', 'MONDO_0005351', 'HP_0000726', 'HP_0002039',
       'EFO_0009963', 'MONDO_0007079', 'MONDO_0002009', 'EFO_0005407',
       'MONDO_0044881', 'HP_0002013', 'EFO_0004888', 'EFO_0003758',
       'EFO_0005230', 'EFO_0004247', 'MONDO_0004985', 'HP_0001824',
       'HP_0002018', 'EFO_0006911', 'MONDO_0021148', 'EFO_0004566',
       'MONDO_0002050', 'EFO_0005411', 'HP_0000713', 'EFO_0009854',
       'EFO_0005203', 'EFO_1000904', 'EFO_0003852', 'EFO_0009267',
       'HP_0002017', 'MONDO_0004976', 'MONDO_0005090', 'MONDO_0005090',
       'MONDO_0007739'], dtype=object), 'count': 41}_|_[ENSG00000102468,ENSG00000147246,ENSG00000149295,ENSG00000151577,ENSG00000069696]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1996 and has 7 approved and 32 investigational indications. This drug has a black box warning from the FDA."
CHEMBL90,"NCCc1c[nH]cn1_|_NTYJJOPFIAHURM-UHFFFAOYSA-N_|_Small molecule_|_True_|_HISTAMINE_|_1939.0_|_4.0_|_nan_|_False_|_True_|_[]_|_['.beta.-aminoethylglyoxaline' 'Ergamine' 'Ergotidine' 'Histamine'
 'NSC-33792']_|_[('PubChem', array(['104171171', '11111275', '124880328', '144203717', '170465001',
       '26753351', '26753352', '8139979', '90341171'], dtype=object)), ('Wikipedia', array(['Histamine'], dtype=object)), ('drugbank', array(['DB05381'], dtype=object)), ('chEBI', array(['18295'], dtype=object))]_|_['CHEMBL1533310' 'CHEMBL544208' 'CHEMBL3989520' 'CHEMBL535166']_|_{'rows': array(['MONDO_0005271', 'MONDO_0004979', 'EFO_0000678', 'MONDO_0002367',
       'MP_0001845', 'EFO_0005854', 'EFO_0000389', 'EFO_0000565',
       'EFO_0000222', 'EFO_0004616', 'EFO_0000616', 'EFO_0005952',
       'EFO_0003956', 'MONDO_0005301'], dtype=object), 'count': 14}_|_[ENSG00000196639]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1939 and is indicated for acute myeloid leukemia and neoplasm and has 12 investigational indications. This drug has a black box warning from the FDA."
CHEMBL1042,"C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12_|_QYSXJUFSXHHAJI-YRZJJWOYSA-N_|_Small molecule_|_False_|_CHOLECALCIFEROL_|_1999.0_|_4.0_|_nan_|_False_|_True_|_['Accrete d3' 'Aciferol d3' 'Adcal-d3' 'Aviticol' 'Bio-vitamin d3'
 'Biolife vitamin d3' 'Cacit d3' 'Calceos' 'Calci-d' 'Calcichew d3'
 'Calcichew d3 fte' 'Calcichew d3 once daily' 'Caldrink d3' 'Calfovit d3'
 'Colecal d3' 'Colecalciferol' 'Colekal-d3' 'Colevit d3' 'Cubicole d3'
 'D-max' 'D-tracetten' 'D-vit3' 'D3 lemon melts' 'D3-50' 'Dekristol'
 'Desunin' 'Dihydrocholesterol' 'Dlux 400' 'E-d3' 'Evacal d3'
 'Fultium daily d3' 'Fultium-d3' 'Hux d3' 'Invita d3' 'Iso d3'
 'Kora liquid' 'Natecal d3' ""Nature's remedy vitamin d3"" 'Neo-d' 'Nphd3'
 'Osteocaps d3' 'Plenachol' 'Pro d3' 'Pro d3 folic' 'Pro d3 forte'
 'Royalvit d3' 'Stexerol-d3' 'Stivit-d3' 'Sunvit-d3 1,000'
 'Sunvit-d3 10,000' 'Sunvit-d3 2,000' 'Sunvit-d3 20,000' 'Sunvit-d3 3,000'
 'Sunvit-d3 400' 'Sunvit-d3 5,000' 'Sunvit-d3 50,000' 'Sunvit-d3 800'
 'Synervit-d3' 'Theical d-3' 'Thorens' 'Vigantol' 'Vigantoletten'
 'Vigantoletten 500' 'Vit d3 streuli' 'Vita-d3' 'Vitamin D 3' 'Zymad']_|_['7-dehydrocholesterol, activated' 'AK R215 COMPONENT COLECALCIFEROL'
 'AK-R215 COMPONENT COLECALCIFEROL' 'Cholecalciferol' 'Colecalciferol'
 'Colecalciferolum' 'Delsterol' 'Delta-d' 'Deparal' 'Ebivit' 'NSC-375571'
 'Provitina' 'Ricketon' 'Vitamin d' 'Vitamin d (cholecalciferol)'
 'Vitamin d assay system suitability' 'Vitamin d-3' 'Vitamin d3'
 'Vitamin d3 (as cholecalciferol)']_|_[('DailyMed', array(['cholecalciferol'], dtype=object)), ('PubChem', array(['144205131', '144209744', '17388665', '26754459', '29215239'],
      dtype=object)), ('Wikipedia', array(['Cholecalciferol'], dtype=object)), ('drugbank', array(['DB00169'], dtype=object)), ('chEBI', array(['28940'], dtype=object))]_|_nan_|_{'rows': array(['MONDO_0002508', 'EFO_0003929', 'MONDO_0003778', 'EFO_0003917',
       'EFO_0005406', 'MONDO_0008315', 'EFO_0000365', 'MONDO_0005301',
       'MONDO_0004979', 'MONDO_0008170', 'MONDO_0007915', 'EFO_0000765',
       'EFO_0000616', 'EFO_0003047', 'EFO_0000660', 'MONDO_0005271',
       'EFO_0001073', 'MONDO_0007254', 'EFO_0003767', 'EFO_0009516',
       'EFO_0003884', 'EFO_0007141', 'EFO_0002950', 'EFO_0005531',
       'HP_0100543', 'EFO_0000432', 'EFO_0007328', 'MONDO_0002898',
       'EFO_0003854', 'EFO_0000274', 'EFO_0000694', 'EFO_0000676',
       'MONDO_0004647', 'MONDO_0021063', 'EFO_0005681', 'Orphanet_145',
       'EFO_0004272', 'EFO_0002609', 'EFO_0000400', 'MONDO_0004992',
       'EFO_0008572', 'Orphanet_309005', 'EFO_0000222', 'MONDO_0011382',
       'EFO_0000474', 'EFO_0007405', 'EFO_0000764', 'MONDO_0005148',
       'EFO_0000729', 'EFO_1000049', 'MONDO_0002050', 'EFO_0000544',
       'EFO_0000095', 'EFO_0009686', 'EFO_0003762', 'EFO_0003106',
       'MONDO_0005180', 'EFO_0000756', 'HP_0001891', 'EFO_0000180',
       'EFO_1000961', 'MONDO_0002363', 'HP_0000938', 'EFO_0000319',
       'EFO_0004593', 'EFO_0003931', 'HP_0001742', 'MONDO_0005090',
       'MONDO_0002146', 'MONDO_0018975', 'EFO_0000341', 'EFO_0004261',
       'EFO_1001951', 'MONDO_0100096', 'EFO_0000403', 'EFO_0007214',
       'EFO_0003964', 'EFO_1000653', 'EFO_0002546', 'EFO_0000555',
       'EFO_0000519', 'MONDO_0044881', 'EFO_0003944', 'EFO_0003758',
       'MONDO_0018076', 'EFO_0002496', 'EFO_0008506', 'MONDO_0021187',
       'HP_0011950', 'EFO_1001121', 'EFO_0004248', 'EFO_0003095',
       'MONDO_0005147', 'EFO_0000384', 'EFO_0000196', 'EFO_1000657',
       'EFO_0000280', 'EFO_0003882', 'EFO_0005411', 'EFO_0000195',
       'EFO_0003144', 'EFO_0000673', 'Orphanet_43', 'EFO_0003103'],
      dtype=object), 'count': 104}_|_[ENSG00000111424]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1999 and has 3 approved and 101 investigational indications."
CHEMBL1079175,"NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1_|_ULDXWLCXEDXJGE-UHFFFAOYSA-N_|_Small molecule_|_False_|_MK-2206_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['MK-2206' 'MK2206' 'Mk-2206']_|_[('PubChem', array(['124897541', '124897542', '144206919', '170466896'], dtype=object)), ('chEBI', array(['67271'], dtype=object))]_|_['CHEMBL4635254']_|_{'rows': array(['MONDO_0008903', 'EFO_0000756', 'EFO_0005221', 'MONDO_0011962',
       'EFO_0001663', 'EFO_0000308', 'EFO_0000403', 'MONDO_0005411',
       'MONDO_0021063', 'MONDO_0004992', 'EFO_0000681', 'MONDO_0007254',
       'EFO_0004252', 'EFO_0000095', 'EFO_0000305', 'EFO_0003060',
       'EFO_0000181', 'EFO_0006861', 'EFO_1000657', 'EFO_0000182',
       'MONDO_0100342', 'EFO_0000616', 'EFO_0003050', 'EFO_0005537'],
      dtype=object), 'count': 24}_|_[ENSG00000105221,ENSG00000117020,ENSG00000142208]_|_Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 24 investigational indications."
CHEMBL1112,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1_|_CEUORZQYGODEFX-UHFFFAOYSA-N_|_Small molecule_|_True_|_ARIPIPRAZOLE_|_2002.0_|_4.0_|_nan_|_False_|_True_|_['Abilify' 'Abilify maintena' 'Abilify maintena kit' 'Abilify mycite kit'
 'Aripiprazole'
 'Aripiprazole mylan pharma (previously aripiprazole pharmathen)']_|_['Abilify mycite' 'Aripiprazole' 'Aripiprex' 'NSC-759266' 'OPC-14597'
 'OPC-31']_|_[('DailyMed', array(['aripiprazole'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/aripiprazole-mylan-pharma'],
      dtype=object)), ('PubChem', array(['144205281', '170465392', '174006897', '26719891', '29215485',
       '49666418'], dtype=object)), ('Wikipedia', array(['Aripiprazole'], dtype=object)), ('drugbank', array(['DB01238'], dtype=object)), ('chEBI', array(['31236'], dtype=object))]_|_nan_|_{'rows': array(['HP_0000726', 'EFO_0004895', 'MONDO_0000594', 'MONDO_0010383',
       'MONDO_0004985', 'EFO_0003756', 'EFO_0004242', 'MONDO_0002009',
       'EFO_0005407', 'EFO_0003757', 'MONDO_0005090', 'HP_0012167',
       'EFO_0009963', 'EFO_0002610', 'EFO_0003758', 'MONDO_0004975',
       'EFO_0005230', 'EFO_0004701', 'MONDO_0002050', 'MONDO_0007079',
       'EFO_0007453', 'EFO_0003888', 'EFO_0005411', 'MONDO_0002009',
       'MONDO_0005351', 'EFO_0003015', 'EFO_0001358', 'HP_0000713'],
      dtype=object), 'count': 28}_|_[ENSG00000149295,ENSG00000102468,ENSG00000178394]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2002 and has 11 approved and 16 investigational indications. This drug has a black box warning from the FDA."
CHEMBL1166,"CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1_|_KXNPVXPOPUZYGB-IOVMHBDKSA-N_|_Small molecule_|_False_|_ARGATROBAN_|_2000.0_|_4.0_|_nan_|_False_|_True_|_['Acova' 'Argatroban' 'Argatroban in dextrose'
 'Argatroban in sodium chloride']_|_['Argatroban' 'Argatroban anhydrous' 'Argatroban hydrate'
 'Argatroban monohydrate' 'Argipidine' 'DK-7419' 'GN-1600' 'GN1600'
 'MCI-9038' 'MD-805']_|_[('DailyMed', array(['argatroban'], dtype=object)), ('Wikipedia', array(['Argatroban'], dtype=object)), ('drugbank', array(['DB00278'], dtype=object))]_|_nan_|_{'rows': array(['HP_0004419', 'HP_0002140', 'HP_0001873', 'EFO_1000985',
       'MONDO_0002243', 'MONDO_0000831'], dtype=object), 'count': 6}_|_[ENSG00000180210]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2000 and has 3 approved and 3 investigational indications."
CHEMBL1200802,"C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O_|_BJVVMKUXKQHWJK-UHFFFAOYSA-N_|_Small molecule_|_False_|_TALBUTAL_|_1982.0_|_4.0_|_nan_|_False_|_True_|_['Lotusate']_|_['Talbutal']_|_[('PubChem', array(['170465408'], dtype=object)), ('Wikipedia', array(['Talbutal'], dtype=object)), ('drugbank', array(['DB00306'], dtype=object))]_|_nan_|_nan_|_[ENSG00000022355,ENSG00000145864,ENSG00000113327,ENSG00000166206,ENSG00000109158,ENSG00000182256,ENSG00000268089,ENSG00000011677,ENSG00000094755,ENSG00000187730,ENSG00000163285,ENSG00000163288,ENSG00000102287,ENSG00000151834,ENSG00000186297,ENSG00000145863]_|_Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1982."
CHEMBL1201,"CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1_|_GFBKORZTTCHDGY-UWVJOHFNSA-N_|_Small molecule_|_True_|_THIOTHIXENE_|_1967.0_|_4.0_|_nan_|_False_|_True_|_['Navane' 'Orbinamon' 'Thiothixene']_|_['(z)-thiothixene' 'CP-12252-1' 'Cis-thiothixene' 'NSC-108165' 'P-4657 B'
 'P-4657B' 'Thiothixene' 'Thiothixene cis-isomer' 'Tiotixene']_|_[('DailyMed', array(['thiothixene'], dtype=object)), ('PubChem', array(['11532885', '50111253'], dtype=object)), ('Wikipedia', array(['Thiothixene'], dtype=object)), ('drugbank', array(['DB01623'], dtype=object))]_|_['CHEMBL1200902' 'CHEMBL3989824']_|_{'rows': array(['EFO_0005407', 'MONDO_0005090'], dtype=object), 'count': 2}_|_[ENSG00000102468,ENSG00000149295]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1967 and is indicated for psychosis and schizophrenia. This drug has a black box warning from the FDA."
CHEMBL1201184,"CC(=O)O.CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O_|_DEXPIBGCLCPUHE-UISHROKMSA-N_|_Protein_|_False_|_LANREOTIDE ACETATE_|_2007.0_|_4.0_|_CHEMBL1201185_|_False_|_True_|_['Somatuline depot']_|_['BIM-23014C' 'Lanreotide acetate' 'Somatuline' 'Somatuline lp']_|_[('DailyMed', array(['lanreotide%20acetate'], dtype=object))]_|_nan_|_{'rows': array(['EFO_1001485', 'EFO_1000852'], dtype=object), 'count': 2}_|_[ENSG00000180616,ENSG00000162009]_|_Protein drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2007 and is indicated for acromegaly and carcinoid syndrome."
CHEMBL1201439,"nan_|_nan_|_Antibody_|_True_|_BASILIXIMAB_|_1998.0_|_4.0_|_nan_|_False_|_True_|_['Simulect']_|_['Basiliximab' 'CHI-621' 'SDZ-CHI-621']_|_[('DailyMed', array(['basiliximab'], dtype=object)), ('DrugCentral', array(['4940'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/simulect'],
      dtype=object)), ('Wikipedia', array(['Basiliximab'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0000222', 'MONDO_0013730', 'EFO_0000183', 'EFO_1000794',
       'EFO_0004236', 'EFO_0000616', 'EFO_0003884', 'MONDO_0018923',
       'MONDO_0019472', 'EFO_0010134', 'EFO_1001226', 'EFO_1001231',
       'EFO_0002687', 'EFO_0000544', 'EFO_0000464', 'EFO_0004599',
       'EFO_0000729', 'EFO_0001378', 'EFO_0000540', 'MONDO_0005147',
       'MONDO_0004976', 'EFO_0003086', 'EFO_0000519'], dtype=object), 'count': 23}_|_[ENSG00000134460,ENSG00000147168,ENSG00000100385]_|_Antibody drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1998 and is indicated for kidney transplant and immune system disease and has 21 investigational indications. This drug has a black box warning from the FDA."
CHEMBL1254682,"C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13_|_OZYUPQUCAUTOBP-QXAKKESOSA-N_|_Small molecule_|_False_|_LEVALLORPHAN_|_1982.0_|_4.0_|_nan_|_False_|_True_|_[]_|_['Levallorphan' 'Lorfan' 'Naloxiphan']_|_[('PubChem', array(['144205558', '170465778'], dtype=object)), ('Wikipedia', array(['Levallorphan'], dtype=object)), ('drugbank', array(['DB00504'], dtype=object)), ('chEBI', array(['6431'], dtype=object))]_|_['CHEMBL2062276']_|_nan_|_[ENSG00000112038,ENSG00000082556]_|_Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1982."
CHEMBL1533,"C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC_|_RPLCPCMSCLEKRS-BPIQYHPVSA-N_|_Small molecule_|_False_|_DESOGESTREL_|_1992.0_|_4.0_|_nan_|_False_|_True_|_['Aizea' 'Cerazette' 'Cerelle' 'Desomono' 'Feanolla' 'Nacrez' 'Zelleta']_|_['Desogestrel' 'Mircette' 'ORG 2969' 'ORG-2969']_|_[('DailyMed', array(['desogestrel'], dtype=object)), ('PubChem', array(['144206006', '50112703'], dtype=object)), ('Wikipedia', array(['Desogestrel'], dtype=object)), ('drugbank', array(['DB00304'], dtype=object)), ('chEBI', array(['4453'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0000660', 'EFO_0010269', 'Orphanet_661', 'MP_0001914'],
      dtype=object), 'count': 4}_|_[ENSG00000082175]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1992 and has 4 investigational indications."
CHEMBL1614713,"c1cc(OCCN2CCCCC2)cc(-c2n[nH]c3ccc(-c4nnc[nH]4)cc23)c1_|_XDJCLCLBSGGNKS-UHFFFAOYSA-N_|_Small molecule_|_False_|_CC-401_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['CC-401' 'Cc-401']_|_[('drugbank', array(['DB12432'], dtype=object))]_|_nan_|_{'rows': array(['MONDO_0004643'], dtype=object), 'count': 1}_|_[ENSG00000107643,ENSG00000050748,ENSG00000109339]_|_Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication."
CHEMBL1614766,"O=C(NOCCO)c1cc(CN2OCCCC2=O)c(F)c(F)c1Nc1ccc(I)cc1F_|_FIMYFEGKMOCQKT-UHFFFAOYSA-N_|_Small molecule_|_False_|_RO-4987655_|_nan_|_1.0_|_nan_|_False_|_False_|_[]_|_['CH-4987655' 'RO4987655' 'Ro 4987655' 'Ro-4987655']_|_[('drugbank', array(['DB12933'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0000616'], dtype=object), 'count': 1}_|_[ENSG00000126934,ENSG00000169032]_|_Small molecule drug with a maximum clinical trial phase of I and has 1 investigational indication."
CHEMBL17157,"CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1_|_GUGOEEXESWIERI-UHFFFAOYSA-N_|_Small molecule_|_False_|_TERFENADINE_|_1985.0_|_4.0_|_nan_|_True_|_True_|_['Antihistamine' 'Histafen' 'Histafen 120' 'Seldane' 'Terfenor'
 'Terfenor fte' 'Terfex' 'Terfinax 120' 'Terfinax 60' 'Triludan'
 'Triludan fte']_|_['NSC-665802' 'NSC-758627' 'RMI 9918' 'RMI-9918' 'Terfenadine']_|_[('PubChem', array(['104171258', '144203846', '144203847', '170465598', '26752308',
       '50105228', '56422373', '85231279', '855647', '90341346'],
      dtype=object)), ('Wikipedia', array(['Terfenadine'], dtype=object)), ('drugbank', array(['DB00342'], dtype=object)), ('chEBI', array(['9453'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0007425', 'MONDO_0005271', 'EFO_0003869', 'MONDO_0004979',
       'EFO_0007304', 'EFO_0004197', 'EFO_0000403', 'EFO_0003840',
       'MONDO_0005301'], dtype=object), 'count': 9}_|_[ENSG00000196639]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1985 and is indicated for allergic disease and has 8 investigational indications. It was withdrawn in at least one region."
CHEMBL1743024,"nan_|_nan_|_Antibody_|_False_|_GANITUMAB_|_nan_|_3.0_|_nan_|_False_|_False_|_[]_|_['AMG 479' 'AMG-479' 'AMG479' 'Ganitumab']_|_nan_|_nan_|_{'rows': array(['EFO_0000702', 'MONDO_0007254', 'MONDO_0004992', 'EFO_0003060',
       'EFO_0000174', 'EFO_0003893', 'EFO_0002918', 'EFO_0000691',
       'EFO_0002618', 'EFO_0003968', 'EFO_0000616', 'EFO_0005537'],
      dtype=object), 'count': 12}_|_[ENSG00000140443]_|_Antibody drug with a maximum clinical trial phase of III (across all indications) and has 12 investigational indications."
CHEMBL1743030,"nan_|_nan_|_Antibody_|_False_|_ICRUCUMAB_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['IMC 18F1' 'IMC-18F1' 'IMC18F1' 'Icrucumab']_|_nan_|_nan_|_{'rows': array(['MONDO_0007254', 'MONDO_0021063', 'EFO_0000616', 'EFO_1000657'],
      dtype=object), 'count': 4}_|_[ENSG00000102755]_|_Antibody drug with a maximum clinical trial phase of II (across all indications) and has 4 investigational indications."
CHEMBL1743038,"nan_|_nan_|_Antibody_|_False_|_LUCATUMUMAB_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['CHIR-12.12' 'HCD-122' 'HCD122' 'Lucatumumab']_|_nan_|_nan_|_{'rows': array(['EFO_0005952', 'EFO_0001378', 'MONDO_0018906', 'EFO_0000183',
       'EFO_0000095'], dtype=object), 'count': 5}_|_[ENSG00000101017]_|_Antibody drug with a maximum clinical trial phase of II (across all indications) and has 5 investigational indications."
CHEMBL1752,"Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O_|_KSCFJBIXMNOVSH-UHFFFAOYSA-N_|_Small molecule_|_False_|_DYPHYLLINE_|_1951.0_|_4.0_|_nan_|_False_|_True_|_['Dilor' 'Dilor-400' 'Lufyllin' 'Neothylline']_|_['Diprophylline' 'Dyphilline' 'Dyphylline' 'Glyphylline' 'NSC-14305']_|_[('PubChem', array(['144203995', '170465316', '174006928', '56422180', '855557'],
      dtype=object)), ('Wikipedia', array(['Dyphylline'], dtype=object)), ('drugbank', array(['DB00651'], dtype=object)), ('chEBI', array(['4728'], dtype=object))]_|_nan_|_{'rows': array(['HP_0006536'], dtype=object), 'count': 1}_|_[ENSG00000065989,ENSG00000113448,ENSG00000184588,ENSG00000105650,ENSG00000172572]_|_Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1951 and is indicated for airway obstruction."
CHEMBL2106370,"COc1ccnc(C[S+]([O-])c2nc3cc(-n4cccc4)ccc3[nH]2)c1C_|_HRRXCXABAPSOCP-UHFFFAOYSA-N_|_Small molecule_|_False_|_ILAPRAZOLE_|_nan_|_3.0_|_nan_|_False_|_False_|_[]_|_['Ilaprazole' 'Noltec']_|_[('drugbank', array(['DB11964'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0003948', 'MP_0001914', 'HP_0004398', 'EFO_0004607'],
      dtype=object), 'count': 4}_|_[ENSG00000105675,ENSG00000186009]_|_Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 4 investigational indications."
CHEMBL2107823,"Cc1cc(Nc2cc(CN3CCOCC3)c3nc(C)c(Cc4ccc(Cl)cc4F)n3n2)n[nH]1_|_SQSZANZGUXWJEA-UHFFFAOYSA-N_|_Small molecule_|_False_|_GANDOTINIB_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['Gandotinib' 'LY-2784544' 'LY2784544' 'Ly-2784544' 'Ly2784544']_|_[('drugbank', array(['DB13040'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0000616'], dtype=object), 'count': 1}_|_[ENSG00000096968]_|_Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication."
CHEMBL2146140,"COc1ccc2[n-]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.COc1ccc2[n-]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.O.O.O.O.[Sr+2]_|_NCGHIAKEJNQSMS-QLGOZJDFSA-N_|_Small molecule_|_False_|_ESOMEPRAZOLE STRONTIUM_|_2013.0_|_4.0_|_CHEMBL1201320_|_False_|_True_|_['Esomeprazole strontium']_|_['Esomeprazole strontium' 'FM-0F67' 'FM0F67' 'HIP-1601' 'Hip1601'
 'S-omeprazole strontium hydrate']_|_[('DailyMed', array(['esomeprazole%20strontium'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0009454', 'EFO_0004607', 'EFO_0003948', 'EFO_0007549'],
      dtype=object), 'count': 4}_|_[ENSG00000105675,ENSG00000186009]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2013 and has 4 approved indications."
CHEMBL2216859,"CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1_|_MCIDWGZGWVSZMK-UHFFFAOYSA-N_|_Small molecule_|_False_|_NEMIRALISIB_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['GSK-2269557' 'GSK-2269557 FREE BASE' 'GSK-2269557A' 'GSK2269557A'
 'Nemiralisib']_|_nan_|_['CHEMBL5314409' 'CHEMBL4297193']_|_{'rows': array(['EFO_0000341', 'EFO_0000341', 'MONDO_0004979'], dtype=object), 'count': 3}_|_[ENSG00000171608]_|_Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 3 investigational indications."
CHEMBL3545141,"nan_|_nan_|_Small molecule_|_False_|_RP-6530_|_nan_|_1.0_|_nan_|_False_|_False_|_[]_|_['Rp-6530']_|_nan_|_nan_|_{'rows': array(['EFO_0000574', 'EFO_0002913'], dtype=object), 'count': 2}_|_[ENSG00000105851,ENSG00000171608]_|_Small molecule drug with a maximum clinical trial phase of I (across all indications) and has 2 investigational indications."
CHEMBL3545354,"nan_|_nan_|_Small molecule_|_False_|_CAFUSERTIB_|_nan_|_1.0_|_nan_|_False_|_False_|_[]_|_['Cafusertib']_|_nan_|_nan_|_{'rows': array(['EFO_0000222', 'EFO_0000616'], dtype=object), 'count': 2}_|_[ENSG00000166851]_|_Small molecule drug with a maximum clinical trial phase of I (across all indications) and has 2 investigational indications."
